student_id,school,sex,age,address_type,family_size,parent_status,mother_education,father_education,mother_job,father_job,school_choice_reason,stdnt_major,guardian,travel_time,study_time,unique_quality,class_failures,school_support,family_support,extra_paid_classes,activities,nursery_school,higher_ed,internet_access,romantic_relationship,family_relationship,free_time,social,weekday_alcohol,weekend_alcohol,health,absences,grade_1,grade_2,final_grade
229,GP,F,17,Rural,Less than or equal to 3,Living together,higher education,higher education,services,other,other,Biology,mother,<15 min.,<2 hours,History buff,0,no,yes,no,no,yes,yes,no,no,5,2,1,1,2,3,6,12,11,11
230,GP,F,17,Urban,Less than or equal to 3,Living together,secondary education,5th to 9th grade,other,other,reputation,Pre-Business,mother,15 to 30 min.,2 to 5 hours,Robotics expert,0,no,no,no,no,yes,yes,yes,no,4,4,4,1,3,1,2,14,16,15
231,GP,F,17,Urban,Greater than 3,Living together,higher education,secondary education,other,other,reputation,Psychology,mother,<15 min.,2 to 5 hours,Wood carving artist,0,no,no,no,no,yes,yes,yes,yes,3,4,5,2,4,1,16,11,9,10
232,GP,M,18,Urban,Less than or equal to 3,Living together,secondary education,secondary education,services,health,home,Pre-Engineering/RETP,father,<15 min.,2 to 5 hours,Wildlife conservationist,0,no,yes,no,no,yes,yes,yes,no,3,2,4,2,4,4,10,10,10,10
233,GP,F,17,Urban,Greater than 3,Living together,5th to 9th grade,secondary education,at_home,other,home,Biology,father,15 to 30 min.,<2 hours,Admirable work ethic,0,no,yes,no,no,yes,yes,no,no,3,3,3,1,4,3,4,12,13,13
234,GP,F,17,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,at_home,at_home,course,Psychology,mother,<15 min.,5 to 10 hours,Xylophone player,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,4,0,12,12,13
235,GP,F,17,Rural,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),at_home,services,reputation,Biology,mother,15 to 30 min.,2 to 5 hours,Ceramics artist,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,1,2,5,0,11,10,11
236,GP,F,17,Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),at_home,other,reputation,Pre-Business,mother,<15 min.,5 to 10 hours,Compassionate and caring,0,no,yes,no,yes,yes,yes,no,yes,4,3,4,1,1,5,12,12,12,12
237,GP,F,16,Urban,Greater than 3,Living together,5th to 9th grade,secondary education,services,teacher,other,Biology,mother,<15 min.,2 to 5 hours,Bookbinding artist,0,yes,no,no,no,yes,yes,yes,no,2,3,1,1,1,3,0,13,13,14
238,GP,M,18,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,other,home,Music Education,mother,15 to 30 min.,2 to 5 hours,Ice sculptor,3,no,yes,yes,no,yes,yes,yes,no,3,3,3,5,5,4,9,10,9,10
239,GP,F,16,Urban,Greater than 3,Living together,higher education,higher education,teacher,services,home,Music Performance,mother,<15 min.,5 to 10 hours,Compassionate and caring,0,no,yes,no,yes,no,yes,yes,no,5,3,2,1,1,5,4,15,16,16
240,GP,F,18,Rural,Greater than 3,Living together,secondary education,primary education (4th grade),other,other,reputation,Theatre Arts,mother,<15 min.,2 to 5 hours,Environmental advocate,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,1,4,4,8,8,8
241,GP,F,17,Urban,Greater than 3,Living together,secondary education,5th to 9th grade,other,other,course,Music Performance,mother,<15 min.,2 to 5 hours,Zoology enthusiast,0,no,no,no,yes,no,yes,yes,no,5,3,4,1,3,3,2,17,18,17
242,GP,M,17,Urban,Less than or equal to 3,Living together,5th to 9th grade,secondary education,services,services,reputation,Early Childhood Education,father,<15 min.,2 to 5 hours,Organic farming advocate,0,no,yes,no,no,no,yes,yes,no,5,3,3,1,3,3,0,10,11,11
243,GP,M,18,Urban,Less than or equal to 3,Living together,5th to 9th grade,primary education (4th grade),at_home,other,course,English Language/Literature,mother,>1 hour,2 to 5 hours,Fantasy fiction writer,0,yes,yes,no,yes,yes,yes,yes,yes,4,3,2,4,5,3,2,9,10,11
244,GP,F,17,Urban,Greater than 3,Apart,5th to 9th grade,primary education (4th grade),other,other,course,Theatre Education,mother,15 to 30 min.,5 to 10 hours,Nutrition expert,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,0,15,15,16
245,GP,F,17,Urban,Less than or equal to 3,Living together,higher education,secondary education,health,other,reputation,Art,father,<15 min.,2 to 5 hours,Environmental advocate,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,0,14,12,12
246,GP,M,17,Rural,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,other,course,Chemistry,father,15 to 30 min.,2 to 5 hours,Stand-up comedian,0,no,yes,no,yes,yes,yes,yes,no,4,5,2,1,1,1,0,12,13,13
247,GP,M,17,Urban,Greater than 3,Living together,higher education,higher education,teacher,teacher,reputation,Theatre Arts,mother,<15 min.,2 to 5 hours,Herbalism and natural remedies advocate,0,yes,yes,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,0,13,13,13
248,GP,M,16,Urban,Greater than 3,Living together,higher education,higher education,health,other,reputation,English Language/Literature,father,<15 min.,2 to 5 hours,Networking pro,0,no,yes,no,yes,yes,yes,yes,no,4,2,4,2,4,1,0,13,13,14
249,GP,M,16,Urban,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),other,other,home,Music Education,mother,15 to 30 min.,2 to 5 hours,Global traveler,0,no,yes,no,no,yes,yes,yes,no,3,4,2,1,1,5,2,9,9,9
250,GP,M,16,Urban,Greater than 3,Living together,secondary education,5th to 9th grade,at_home,other,reputation,Art Education,mother,15 to 30 min.,5 to 10 hours,An excellent team player,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,3,2,0,12,12,12
251,GP,M,17,Urban,Less than or equal to 3,Living together,5th to 9th grade,5th to 9th grade,other,other,home,Early Childhood Education,father,<15 min.,2 to 5 hours,Science enthusiast,0,no,no,no,yes,no,yes,yes,yes,4,4,2,5,5,4,0,16,16,16
252,GP,F,16,Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),other,other,home,Nursing,mother,<15 min.,<2 hours,Quilt maker,0,no,no,no,no,yes,yes,yes,yes,4,5,2,1,1,5,4,9,10,10
253,GP,F,16,Urban,Greater than 3,Apart,higher education,primary education (4th grade),other,other,home,Mathematics and Secondary Ed,mother,<15 min.,2 to 5 hours,Yo-yo trick expert,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,2,5,0,14,13,13
254,GP,F,18,Urban,Less than or equal to 3,Apart,5th to 9th grade,higher education,services,other,course,History,mother,15 to 30 min.,2 to 5 hours,Genealogy researcher,1,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,3,18,10,10,10
255,GP,F,18,Urban,Less than or equal to 3,Living together,5th to 9th grade,5th to 9th grade,at_home,services,course,Pre-Nursing,mother,<15 min.,2 to 5 hours,Astrophotography hobbyist,1,no,yes,no,no,no,yes,yes,yes,5,3,1,1,1,5,16,9,8,10
256,GP,F,18,Urban,Greater than 3,Living together,secondary education,secondary education,other,other,course,Theatre Arts,mother,15 to 30 min.,<2 hours,Jewelry designer,1,no,no,no,no,yes,no,yes,no,4,1,1,1,1,3,14,8,7,7
257,GP,M,18,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,at_home,course,Finance,other,<15 min.,<2 hours,Drone racing pilot,1,no,yes,no,yes,no,no,yes,yes,4,4,3,2,2,1,26,7,8,8
258,GP,M,17,Urban,Greater than 3,Living together,higher education,higher education,teacher,teacher,course,Criminal Justice,mother,<15 min.,<2 hours,Creative writer,0,no,yes,no,yes,no,yes,yes,no,4,2,1,1,2,5,6,10,8,9
259,GP,F,17,Urban,Greater than 3,Living together,secondary education,5th to 9th grade,other,other,course,Nursing,father,<15 min.,2 to 5 hours,Social media influencer,0,no,no,no,yes,yes,yes,no,no,5,4,2,1,1,3,4,14,14,15
260,GP,F,17,Urban,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),at_home,at_home,course,Nursing,mother,<15 min.,5 to 10 hours,Classical music connoisseur,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,2,4,10,11,10,10
261,GP,F,16,Urban,Greater than 3,Living together,primary education (4th grade),5th to 9th grade,other,other,course,Pre-Nursing,mother,<15 min.,<2 hours,Calligraphy artist,0,no,no,no,no,yes,no,yes,no,5,3,5,1,2,5,4,12,11,11
262,GP,F,17,Rural,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),at_home,services,course,Pre-Nursing,mother,30 min. to 1 hour,2 to 5 hours,Known for groundbreaking ideas,0,no,no,no,yes,yes,yes,no,no,2,1,1,1,1,3,2,13,13,13
263,GP,F,17,Rural,Less than or equal to 3,Apart,primary education (4th grade),higher education,other,other,course,Joint Enrollment - Accel,other,>1 hour,<2 hours,Engineering innovator,1,no,yes,no,no,yes,yes,yes,no,5,5,4,1,1,5,14,9,9,8
264,GP,M,18,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,services,reputation,Joint Enrollment - Accel,father,<15 min.,2 to 5 hours,Artistically gifted,0,no,no,no,no,yes,no,yes,no,5,5,4,3,5,2,16,8,7,8
265,GP,F,17,Urban,Less than or equal to 3,Apart,5th to 9th grade,5th to 9th grade,other,other,home,Engineering Studies,mother,<15 min.,<2 hours,Tech innovator,1,no,yes,no,no,no,no,yes,no,3,1,2,1,1,1,8,11,9,10
266,GP,F,17,Rural,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),at_home,other,course,Biology,mother,15 to 30 min.,5 to 10 hours,Drone racing pilot,0,no,no,no,yes,yes,yes,yes,no,4,3,3,1,3,5,4,15,14,15
267,GP,F,17,Urban,Less than or equal to 3,Apart,higher education,5th to 9th grade,teacher,other,course,Pre-Nursing,mother,<15 min.,2 to 5 hours,Environmental advocate,0,no,yes,no,yes,yes,yes,no,no,4,3,2,1,1,4,4,15,14,14
268,GP,M,17,Urban,Less than or equal to 3,Living together,higher education,secondary education,health,other,course,Art,mother,15 to 30 min.,2 to 5 hours,Video game developer,0,no,no,no,yes,yes,yes,yes,yes,2,5,5,1,4,5,8,15,15,15
269,GP,M,17,Rural,Less than or equal to 3,Apart,higher education,higher education,teacher,other,course,Management,mother,15 to 30 min.,2 to 5 hours,Home decor designer,0,no,yes,no,no,yes,yes,yes,no,3,3,3,2,3,4,0,12,12,12
270,GP,M,16,Urban,Less than or equal to 3,Living together,higher education,secondary education,teacher,other,course,Biology,mother,<15 min.,<2 hours,Fitness role model,0,no,no,no,yes,no,yes,yes,no,5,4,5,1,1,3,7,14,14,15
271,GP,M,16,Urban,Greater than 3,Living together,higher education,higher education,services,services,course,Early Childhood Education,mother,<15 min.,<2 hours,Rare book collector,0,no,no,yes,yes,yes,yes,yes,no,5,3,2,1,2,5,4,14,15,15
272,GP,F,17,Urban,Greater than 3,Living together,higher education,higher education,teacher,services,course,Health Science,mother,<15 min.,2 to 5 hours,Floral arrangement artist,0,no,yes,yes,no,yes,yes,yes,yes,5,3,1,1,4,5,2,11,11,12
273,GP,M,17,Rural,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,other,home,Exercise Science,father,15 to 30 min.,5 to 10 hours,Adventure sports enthusiast,0,no,no,no,no,no,yes,yes,yes,4,3,3,1,1,1,2,13,14,15
274,GP,F,17,Urban,Greater than 3,Living together,secondary education,secondary education,services,other,home,Music Performance,mother,15 to 30 min.,5 to 10 hours,Skilled in [specific hobby],0,no,yes,no,no,yes,yes,yes,yes,4,2,2,2,3,5,10,11,11,11
275,GP,F,17,Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),at_home,other,course,Joint Enrollment - Accel,mother,<15 min.,2 to 5 hours,Cultural ambassador,0,yes,no,no,no,no,yes,no,yes,4,3,2,1,1,4,10,10,9,10
276,GP,F,18,Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),other,other,course,Computer Science - Systems,other,15 to 30 min.,5 to 10 hours,Virtuoso musician,0,no,yes,no,no,no,yes,yes,yes,4,4,4,1,1,3,10,12,10,11
277,GP,M,16,Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),other,other,course,Applied Computer Science,mother,30 min. to 1 hour,<2 hours,Urban sketching artist,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,4,7,15,16,16
278,GP,F,17,Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,services,course,Computer Science - Systems,father,<15 min.,2 to 5 hours,Scrap metal sculptor,0,no,yes,no,no,yes,yes,no,no,4,3,4,1,2,5,4,11,10,11
279,GP,M,17,Urban,Greater than 3,Living together,5th to 9th grade,secondary education,other,other,course,Political Science,father,15 to 30 min.,<2 hours,Science enthusiast,0,no,no,no,no,yes,yes,yes,no,5,2,2,1,1,2,2,9,12,13
280,GP,M,22,Urban,Greater than 3,Living together,secondary education,primary education (4th grade),services,services,other,Music,mother,<15 min.,<2 hours,Drone racing pilot,3,no,no,no,no,no,no,yes,yes,5,4,5,5,5,1,12,7,8,5
281,GP,M,18,Rural,Less than or equal to 3,Living together,secondary education,secondary education,other,services,course,General Business,mother,<15 min.,2 to 5 hours,Nature guide,0,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,3,5,8,10,9,10
282,GP,M,16,Urban,Greater than 3,Living together,none,5th to 9th grade,other,other,other,Biology,mother,<15 min.,<2 hours,Acclaimed blogger,0,no,no,no,no,no,yes,yes,no,4,3,2,2,4,5,0,11,12,11
283,GP,M,18,Urban,Greater than 3,Living together,secondary education,5th to 9th grade,services,other,course,Early Childhood Education,mother,15 to 30 min.,<2 hours,Drone racing pilot,0,no,no,no,no,yes,no,yes,no,4,4,5,2,4,5,8,7,8,7
284,GP,M,16,Urban,Greater than 3,Living together,secondary education,secondary education,at_home,other,reputation,Biology,other,30 min. to 1 hour,2 to 5 hours,Poetry enthusiast,1,yes,yes,no,no,no,yes,yes,no,5,3,3,1,3,2,4,9,11,10
285,GP,M,18,Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),services,services,other,Theatre Arts,mother,<15 min.,<2 hours,Crypto enthusiast,2,no,no,no,no,no,no,yes,no,3,2,5,2,5,5,4,7,8,6
286,GP,M,16,Rural,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),other,other,course,Psychology,mother,15 to 30 min.,<2 hours,Floral arrangement artist,0,no,no,no,yes,no,yes,no,no,3,3,2,1,3,3,2,14,13,12
287,GP,M,17,Rural,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),other,other,course,Art,mother,<15 min.,<2 hours,Eloquent speaker,0,no,no,no,no,no,yes,yes,no,4,4,2,2,4,5,0,12,12,13
288,GP,M,17,Urban,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),health,other,course,Biology,mother,15 to 30 min.,<2 hours,A natural leader,1,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,2,5,0,9,10,10
289,GP,F,18,Urban,Less than or equal to 3,Apart,5th to 9th grade,primary education (4th grade),other,other,course,Theatre Arts,mother,<15 min.,2 to 5 hours,Quilt maker,0,no,yes,no,no,no,yes,yes,yes,4,3,4,1,3,5,2,12,12,13
290,GP,F,17,Urban,Less than or equal to 3,Living together,higher education,5th to 9th grade,teacher,services,reputation,Exercise Science,mother,<15 min.,>10 hours,Herbalism and natural remedies advocate,0,no,yes,no,yes,yes,yes,yes,no,4,2,3,1,1,4,2,14,15,17
291,GP,F,19,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,services,services,home,Pre-Nursing,mother,<15 min.,2 to 5 hours,Embroidery artist,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,5,0,10,10,11
292,GP,M,18,Urban,Less than or equal to 3,Living together,5th to 9th grade,primary education (4th grade),services,other,course,Political Science,mother,30 min. to 1 hour,2 to 5 hours,Aquarium enthusiast,1,no,no,no,yes,no,no,yes,no,4,4,5,4,4,5,4,11,10,11
293,GP,F,17,Rural,Greater than 3,Living together,higher education,5th to 9th grade,other,other,course,Music Performance,mother,<15 min.,5 to 10 hours,Home decor designer,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,3,5,2,11,12,14
294,GP,F,18,Urban,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),other,at_home,home,Nursing,mother,<15 min.,5 to 10 hours,Leather craftsperson,0,no,yes,no,no,no,yes,no,no,4,4,3,2,3,3,4,11,12,14
295,GP,F,18,Rural,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,other,home,Biology,mother,<15 min.,2 to 5 hours,Passionate about learning,0,yes,no,no,no,yes,yes,no,no,3,2,3,1,1,5,4,11,11,13
296,GP,M,19,Urban,Less than or equal to 3,Apart,higher education,secondary education,services,at_home,reputation,Biology,mother,<15 min.,2 to 5 hours,Leather craftsperson,0,no,yes,no,no,yes,yes,yes,no,4,3,1,1,1,1,4,11,13,14
297,GP,M,18,Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),other,other,home,Music Education,mother,<15 min.,2 to 5 hours,Musically talented,0,no,no,no,yes,yes,yes,yes,no,5,2,4,1,2,4,2,16,16,16
298,GP,M,17,Rural,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,services,other,Information Technology,mother,15 to 30 min.,<2 hours,Thrill-seeker,0,no,no,no,no,no,no,no,no,5,2,2,1,1,4,0,9,10,10
299,GP,F,17,Urban,Less than or equal to 3,Living together,5th to 9th grade,5th to 9th grade,services,services,course,Biology,father,<15 min.,>10 hours,Jewelry designer,0,no,no,no,yes,yes,yes,yes,yes,3,4,1,1,1,2,2,10,11,12
300,GP,F,20,Rural,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),other,other,course,Music Education,other,15 to 30 min.,2 to 5 hours,Aquarium enthusiast,0,no,yes,yes,yes,yes,no,yes,yes,1,2,3,1,2,2,8,10,12,12
301,GP,F,18,Urban,Greater than 3,Living together,higher education,secondary education,services,other,home,Nursing,father,<15 min.,2 to 5 hours,Board game strategist,0,no,yes,no,no,yes,yes,yes,yes,3,1,2,1,3,2,2,15,15,15
302,GP,M,18,Urban,Greater than 3,Living together,higher education,secondary education,teacher,other,course,Theatre Arts,mother,<15 min.,2 to 5 hours,Urban sketching artist,0,no,yes,no,no,no,yes,yes,no,4,3,2,1,1,3,2,10,10,11
303,GP,M,18,Rural,Greater than 3,Living together,secondary education,5th to 9th grade,other,other,course,Biology,mother,<15 min.,5 to 10 hours,Musically talented,0,no,no,no,yes,no,yes,no,no,5,3,2,1,1,3,2,10,11,12
304,GP,F,17,Urban,Greater than 3,Living together,secondary education,secondary education,other,other,home,Sociology,mother,<15 min.,5 to 10 hours,Classical music connoisseur,0,no,no,no,yes,no,yes,no,no,3,2,3,1,1,4,2,15,12,13
305,GP,F,18,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,at_home,services,home,General Business,mother,<15 min.,5 to 10 hours,Astrophotography hobbyist,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1,1,3,0,11,12,13
306,GP,M,17,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,other,home,English and Secondary Ed,father,15 to 30 min.,<2 hours,Architectural designer,0,no,no,no,no,yes,no,yes,no,4,4,4,2,3,4,8,8,8,9
307,GP,M,18,Rural,Less than or equal to 3,Apart,secondary education,higher education,other,other,reputation,English Language/Literature,mother,15 to 30 min.,2 to 5 hours,Philosophy thinker,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,3,4,1,6,15,16,16
308,GP,M,17,Urban,Greater than 3,Living together,secondary education,primary education (4th grade),services,other,other,Nursing,mother,<15 min.,2 to 5 hours,Ethical hacker,0,no,no,no,yes,yes,yes,yes,yes,5,4,4,3,4,5,0,11,11,14
309,GP,F,18,Rural,Greater than 3,Living together,higher education,higher education,teacher,other,reputation,Pre-Nursing,mother,15 to 30 min.,2 to 5 hours,Master of languages,0,no,no,no,yes,yes,yes,yes,no,4,3,4,2,2,4,8,10,11,12
310,GP,M,18,Urban,Greater than 3,Living together,higher education,5th to 9th grade,health,other,reputation,Biology,father,<15 min.,2 to 5 hours,Cultural ambassador,0,no,yes,no,yes,yes,yes,yes,yes,5,4,5,1,3,5,4,10,12,14
311,GP,F,18,Rural,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),other,other,reputation,History,mother,15 to 30 min.,2 to 5 hours,Sports enthusiast,0,no,yes,no,no,yes,no,yes,yes,4,3,5,1,2,3,12,8,9,10
312,GP,F,19,Urban,Greater than 3,Living together,secondary education,secondary education,other,services,home,Music,other,<15 min.,2 to 5 hours,Has a knack for making complex topics fun,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,3,3,5,16,11,12,12
313,GP,F,18,Urban,Greater than 3,Living together,5th to 9th grade,secondary education,other,services,reputation,English and Secondary Ed,father,<15 min.,>10 hours,Political analyst,0,no,yes,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,10,16,16,16
314,GP,F,18,Urban,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),other,other,home,Computer Science - Systems,mother,15 to 30 min.,2 to 5 hours,Organic farming advocate,0,no,yes,no,no,no,yes,no,no,4,4,3,1,1,3,2,13,13,13
315,GP,M,17,Rural,Greater than 3,Living together,primary education (4th grade),5th to 9th grade,at_home,at_home,home,Computer Science - Games,mother,<15 min.,2 to 5 hours,3D printing innovator,0,no,yes,no,yes,no,yes,no,yes,3,5,2,2,2,1,2,16,17,18
316,GP,F,18,Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),other,other,home,Computer Science - Systems,mother,<15 min.,2 to 5 hours,Theatre and drama artist,0,no,yes,no,no,yes,yes,yes,yes,4,2,5,1,2,1,8,14,14,15
317,GP,F,17,Urban,Greater than 3,Living together,5th to 9th grade,higher education,at_home,health,reputation,Pre-Business,mother,15 to 30 min.,2 to 5 hours,Remarkable dancer,0,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,1,1,6,15,16,16
318,GP,F,17,Urban,Less than or equal to 3,Living together,5th to 9th grade,5th to 9th grade,services,other,course,Biology,mother,15 to 30 min.,2 to 5 hours,DIY furniture maker,0,yes,yes,no,no,yes,yes,yes,yes,4,4,4,2,3,5,6,12,12,12
319,GP,F,18,Rural,Greater than 3,Apart,secondary education,5th to 9th grade,other,services,home,Theatre Arts,mother,15 to 30 min.,2 to 5 hours,Vintage clothing curator,0,no,no,no,no,no,no,yes,yes,4,1,1,1,1,5,15,12,9,10
320,GP,M,18,Urban,Greater than 3,Living together,higher education,higher education,teacher,services,home,Biology,mother,15 to 30 min.,<2 hours,Echo sounder (acoustic location expert),0,no,no,no,yes,yes,yes,yes,no,3,2,4,1,4,3,6,11,12,12
321,GP,F,18,Urban,Greater than 3,Living together,higher education,higher education,health,health,reputation,Biology,father,<15 min.,2 to 5 hours,Experimental cook,1,yes,yes,no,yes,yes,yes,yes,yes,2,4,4,1,1,4,2,14,12,13
322,GP,F,17,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,services,reputation,Middle Grades Education,father,30 min. to 1 hour,5 to 10 hours,Acclaimed blogger,0,no,yes,no,no,yes,yes,yes,yes,4,2,3,1,1,1,8,13,15,15
323,GP,F,19,Rural,Greater than 3,Living together,secondary education,5th to 9th grade,services,services,reputation,Music Performance,father,<15 min.,2 to 5 hours,Budding entrepreneur,1,yes,yes,no,no,yes,no,yes,no,3,3,3,4,3,3,0,9,8,10
324,GP,M,18,Urban,Less than or equal to 3,Living together,higher education,secondary education,teacher,services,course,Music,mother,15 to 30 min.,<2 hours,Board game strategist,0,no,no,no,yes,yes,yes,yes,no,4,2,3,1,2,1,0,10,10,10
325,GP,M,18,Urban,Greater than 3,Living together,primary education (4th grade),5th to 9th grade,at_home,other,home,Chemistry,other,15 to 30 min.,<2 hours,Known for groundbreaking ideas,0,no,no,no,no,no,no,yes,no,3,4,4,2,4,4,10,10,10,11
326,GP,M,17,Urban,Less than or equal to 3,Apart,higher education,primary education (4th grade),services,other,home,Psychology,mother,15 to 30 min.,<2 hours,Fashion trendsetter,0,no,no,no,yes,yes,yes,yes,yes,4,5,4,2,4,5,22,11,11,10
327,GP,M,17,Urban,Less than or equal to 3,Apart,secondary education,5th to 9th grade,teacher,services,home,Early Childhood Education,mother,<15 min.,<2 hours,Podcast host,0,no,no,no,no,yes,yes,yes,no,4,4,4,3,4,3,18,13,13,13
328,GP,F,18,Rural,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),at_home,other,reputation,Accounting,mother,15 to 30 min.,>10 hours,Zoology enthusiast,0,no,yes,no,yes,yes,yes,no,no,5,2,2,1,1,3,2,17,17,18
329,GP,F,18,Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,other,home,Chemistry,mother,15 to 30 min.,2 to 5 hours,Indie game developer,0,yes,no,no,yes,yes,yes,yes,no,5,4,4,1,1,4,0,12,13,13
330,GP,F,17,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,other,course,Art,mother,<15 min.,2 to 5 hours,Poetry enthusiast,0,no,yes,no,no,no,yes,yes,no,5,4,5,1,2,5,12,12,12,14
331,GP,F,18,Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),other,other,reputation,Art,mother,15 to 30 min.,2 to 5 hours,Macrame artist,0,no,no,no,yes,yes,yes,yes,yes,4,3,1,1,1,5,10,12,13,14
332,GP,M,17,Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,other,reputation,Marketing,father,<15 min.,2 to 5 hours,Literature lover,0,no,no,no,no,no,yes,yes,no,4,3,3,1,2,4,0,12,12,12
333,GP,F,18,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,at_home,at_home,other,Spanish,mother,<15 min.,5 to 10 hours,Poetry enthusiast,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,2,0,18,18,18
334,GP,F,17,Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),services,teacher,reputation,Music Performance,mother,<15 min.,5 to 10 hours,Innovative and forward-thinking,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,3,0,13,13,14
335,GP,M,18,Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),services,services,reputation,Early Childhood Education,mother,<15 min.,5 to 10 hours,Mental health advocate,0,no,no,no,yes,yes,yes,yes,no,4,2,4,1,3,2,0,14,15,15
336,GP,M,18,Urban,Less than or equal to 3,Apart,higher education,higher education,teacher,teacher,reputation,Health Science,mother,<15 min.,2 to 5 hours,Film and media critic,0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1,1,2,0,17,17,17
337,GP,M,18,Urban,Greater than 3,Living together,higher education,5th to 9th grade,teacher,other,home,Finance,mother,<15 min.,2 to 5 hours,Global traveler,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,4,5,2,15,16,16
338,GP,F,17,Urban,Greater than 3,Living together,higher education,secondary education,health,services,reputation,General Business,mother,<15 min.,5 to 10 hours,Glass painting artist,0,no,yes,no,no,yes,yes,yes,no,4,2,2,1,2,3,0,17,18,18
339,GP,F,17,Rural,Less than or equal to 3,Living together,secondary education,primary education (4th grade),services,other,reputation,Marketing,mother,15 to 30 min.,>10 hours,Aquarium enthusiast,0,no,yes,no,no,yes,yes,no,no,3,1,2,1,1,3,0,18,19,19
340,GP,M,18,Rural,Less than or equal to 3,Living together,secondary education,5th to 9th grade,services,other,reputation,Biology,mother,15 to 30 min.,5 to 10 hours,Physics problem solver,0,no,yes,no,yes,yes,yes,yes,no,5,4,2,1,1,4,0,14,15,15
341,GP,M,17,Urban,Greater than 3,Living together,secondary education,secondary education,health,other,home,Theatre Arts,mother,<15 min.,<2 hours,Quick-witted humorist,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,3,5,0,14,15,15
